Gene stable ID	Chromosome/scaffold name	start2 (bp)	end2 (bp)	HN-score(HN5)	organism	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain
ENSG00000104808	H_19	48933699	48944969	82	human	GO:0005975	carbohydrate metabolic process	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0005576	extracellular region	cellular_component
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0048018	receptor ligand activity	molecular_function
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0002376	immune system process	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0048856	anatomical structure development	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0030154	cell differentiation	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0023052	signaling	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0005615	extracellular space	cellular_component
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0036211	protein modification process	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0043226	organelle	cellular_component
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0005773	vacuole	cellular_component
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0005764	lysosome	cellular_component
ENSG00000108342	H_17	40015361	40017813	81	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005576	extracellular region	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005615	extracellular space	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0043226	organelle	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005634	nucleus	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005829	cytosol	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005739	mitochondrion	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0012501	programmed cell death	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0002376	immune system process	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0098542	defense response to other organism	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0008092	cytoskeletal protein binding	molecular_function
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006457	protein folding	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0030163	protein catabolic process	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0023052	signaling	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0140104	molecular carrier activity	molecular_function
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0007005	mitochondrion organization	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0048856	anatomical structure development	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006954	inflammatory response	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0061024	membrane organization	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0030154	cell differentiation	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006886	intracellular protein transport	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0006914	autophagy	biological_process
ENSG00000120885	H_8	27596917	27614700	81	human	GO:0036211	protein modification process	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0023052	signaling	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0002376	immune system process	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0043226	organelle	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0005886	plasma membrane	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0005768	endosome	cellular_component
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0098542	defense response to other organism	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0006954	inflammatory response	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000243414	H_5	115578496	115602479	81	human	GO:0060090	molecular adaptor activity	molecular_function
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0005215	transporter activity	molecular_function
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0005886	plasma membrane	cellular_component
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0055085	transmembrane transport	biological_process
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0023052	signaling	biological_process
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0043226	organelle	cellular_component
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0005634	nucleus	cellular_component
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0005576	extracellular region	cellular_component
ENSG00000120903	H_8	27459756	27479883	80	human	GO:0050877	nervous system process	biological_process
ENSG00000234776	H_11	45906513	45907272	79	human	GO:0043226	organelle	cellular_component
ENSG00000234776	H_11	45906513	45907272	79	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000234776	H_11	45906513	45907272	79	human	GO:0060090	molecular adaptor activity	molecular_function
ENSG00000234776	H_11	45906513	45907272	79	human	GO:0061024	membrane organization	biological_process
ENSG00000234776	H_11	45906513	45907272	79	human	GO:0022414	reproductive process	biological_process
ENSG00000110172	H_11	90200429	90223077	79	human	GO:0006457	protein folding	biological_process
ENSG00000110172	H_11	90200429	90223077	79	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000110172	H_11	90200429	90223077	79	human	GO:0036211	protein modification process	biological_process
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0003677	DNA binding	molecular_function
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0043226	organelle	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005634	nucleus	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005730	nucleolus	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005829	cytosol	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0012501	programmed cell death	biological_process
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0005635	nuclear envelope	cellular_component
ENSG00000260596	H_4	190173774	190185942	78	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0043226	organelle	cellular_component
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0005634	nucleus	cellular_component
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0005815	microtubule organizing center	cellular_component
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0036211	protein modification process	biological_process
ENSG00000105219	H_19	40222208	40226697	78	human	GO:0000278	mitotic cell cycle	biological_process
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0036211	protein modification process	biological_process
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0043226	organelle	cellular_component
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0005634	nucleus	cellular_component
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0023052	signaling	biological_process
ENSG00000177688	H_6	149400262	149401278	76	human	GO:0031386	protein tag	molecular_function
ENSG00000260325	H_17	42122804	42123352	76	human	GO:0043226	organelle	cellular_component
ENSG00000260325	H_17	42122804	42123352	76	human	GO:0005634	nucleus	cellular_component
ENSG00000260325	H_17	42122804	42123352	76	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000260325	H_17	42122804	42123352	76	human	GO:0005829	cytosol	cellular_component
ENSG00000235863	H_6	33277123	33284832	75	human	GO:1901135	carbohydrate derivative metabolic process	biological_process
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0036211	protein modification process	biological_process
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0006486	protein glycosylation	biological_process
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0003824	catalytic activity	molecular_function
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0016740	transferase activity	molecular_function
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0043226	organelle	cellular_component
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000235863	H_6	33277123	33284832	75	human	GO:0005975	carbohydrate metabolic process	biological_process
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0003824	catalytic activity	molecular_function
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0003924	GTPase activity	molecular_function
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0043226	organelle	cellular_component
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0005634	nucleus	cellular_component
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0005886	plasma membrane	cellular_component
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0023052	signaling	biological_process
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000108551	H_17	17494437	17496395	74	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0005886	plasma membrane	cellular_component
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0055085	transmembrane transport	biological_process
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0005215	transporter activity	molecular_function
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0003013	circulatory system process	biological_process
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0048856	anatomical structure development	biological_process
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0003012	muscle system process	biological_process
ENSG00000006283	H_17	50560715	50627474	74	human	GO:0023052	signaling	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0036211	protein modification process	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0030163	protein catabolic process	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0005829	cytosol	cellular_component
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0060090	molecular adaptor activity	molecular_function
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0045182	translation regulator activity	molecular_function
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0002376	immune system process	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0048856	anatomical structure development	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0030154	cell differentiation	biological_process
ENSG00000183655	H_15	85759326	85794925	74	human	GO:0007155	cell adhesion	biological_process
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0005198	structural molecule activity	molecular_function
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0043226	organelle	cellular_component
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0005634	nucleus	cellular_component
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0005829	cytosol	cellular_component
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000170276	H_11	111912734	111914093	73	human	GO:0048856	anatomical structure development	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0023052	signaling	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0043226	organelle	cellular_component
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0005886	plasma membrane	cellular_component
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0048856	anatomical structure development	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0030154	cell differentiation	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0036211	protein modification process	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0002376	immune system process	biological_process
ENSG00000177283	H_10	35638247	35642296	73	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0043226	organelle	cellular_component
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0005929	cilium	cellular_component
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0005576	extracellular region	cellular_component
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0007018	microtubule-based movement	biological_process
ENSG00000172361	H_18	50227193	50266495	72	human	GO:0048856	anatomical structure development	biological_process
ENSG00000211645	H_22	22327300	22327814	72	human	GO:0005886	plasma membrane	cellular_component
ENSG00000211645	H_22	22327300	22327814	72	human	GO:0005576	extracellular region	cellular_component
ENSG00000211645	H_22	22327300	22327814	72	human	GO:0002376	immune system process	biological_process
ENSG00000211645	H_22	22327300	22327814	72	human	GO:0005615	extracellular space	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0005576	extracellular region	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0005615	extracellular space	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0042060	wound healing	biological_process
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0005886	plasma membrane	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0043226	organelle	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000117601	H_1	173903800	173917327	72	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0003824	catalytic activity	molecular_function
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0016740	transferase activity	molecular_function
ENSG00000128242	H_22	30554635	30574665	72	human	GO:1901135	carbohydrate derivative metabolic process	biological_process
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0043226	organelle	cellular_component
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0005886	plasma membrane	cellular_component
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0048856	anatomical structure development	biological_process
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0036211	protein modification process	biological_process
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0006486	protein glycosylation	biological_process
ENSG00000128242	H_22	30554635	30574665	72	human	GO:0022414	reproductive process	biological_process
ENSG00000178297	H_19	2360238	2426261	72	human	GO:0005886	plasma membrane	cellular_component
ENSG00000178297	H_19	2360238	2426261	72	human	GO:0003824	catalytic activity	molecular_function
ENSG00000178297	H_19	2360238	2426261	72	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000178297	H_19	2360238	2426261	72	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0003677	DNA binding	molecular_function
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0005198	structural molecule activity	molecular_function
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0043226	organelle	cellular_component
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0005694	chromosome	cellular_component
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0006325	chromatin organization	biological_process
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0005634	nucleus	cellular_component
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0030154	cell differentiation	biological_process
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0022414	reproductive process	biological_process
ENSG00000187475	H_6	26107412	26108135	72	human	GO:0006310	DNA recombination	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0003723	RNA binding	molecular_function
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0023052	signaling	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0055085	transmembrane transport	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0043226	organelle	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0005886	plasma membrane	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0005768	endosome	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0005829	cytosol	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0048870	cell motility	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0048856	anatomical structure development	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0050877	nervous system process	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0005576	extracellular region	cellular_component
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0030154	cell differentiation	biological_process
ENSG00000198576	H_8	142611049	142614479	71	human	GO:0034330	cell junction organization	biological_process
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0043226	organelle	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005634	nucleus	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005730	nucleolus	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005829	cytosol	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005576	extracellular region	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0005615	extracellular space	cellular_component
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0002376	immune system process	biological_process
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0098542	defense response to other organism	biological_process
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0006954	inflammatory response	biological_process
ENSG00000068079	H_17	43006740	43014456	71	human	GO:0023052	signaling	biological_process
ENSG00000165507	H_10	44970981	44978809	70	human	GO:0043226	organelle	cellular_component
ENSG00000165507	H_10	44970981	44978809	70	human	GO:0005739	mitochondrion	cellular_component
ENSG00000165507	H_10	44970981	44978809	70	human	GO:0005777	peroxisome	cellular_component
ENSG00000165507	H_10	44970981	44978809	70	human	GO:0006914	autophagy	biological_process
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0005886	plasma membrane	cellular_component
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0007155	cell adhesion	biological_process
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0005829	cytosol	cellular_component
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0002376	immune system process	biological_process
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0098542	defense response to other organism	biological_process
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0005576	extracellular region	cellular_component
ENSG00000171747	H_19	38801671	38812945	70	human	GO:0005615	extracellular space	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0043226	organelle	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0005886	plasma membrane	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0005576	extracellular region	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0005615	extracellular space	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0002376	immune system process	biological_process
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0098542	defense response to other organism	biological_process
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0006954	inflammatory response	biological_process
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0005768	endosome	cellular_component
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0008289	lipid binding	molecular_function
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0023052	signaling	biological_process
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0012501	programmed cell death	biological_process
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0060090	molecular adaptor activity	molecular_function
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000170458	H_5	140631728	140633700	70	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0005576	extracellular region	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0002376	immune system process	biological_process
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0098542	defense response to other organism	biological_process
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0005615	extracellular space	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0043226	organelle	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000126759	H_X	47623172	47630305	70	human	GO:0005886	plasma membrane	cellular_component
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0003677	DNA binding	molecular_function
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0043226	organelle	cellular_component
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0005634	nucleus	cellular_component
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0005694	chromosome	cellular_component
ENSG00000182759	H_8	143419182	143430732	69	human	GO:0023052	signaling	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0003824	catalytic activity	molecular_function
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0003924	GTPase activity	molecular_function
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0055085	transmembrane transport	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0005886	plasma membrane	cellular_component
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0043226	organelle	cellular_component
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0002376	immune system process	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0023052	signaling	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0000278	mitotic cell cycle	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0007059	chromosome segregation	biological_process
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000164949	H_8	94249253	94262350	69	human	GO:0005634	nucleus	cellular_component
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0043226	organelle	cellular_component
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0005634	nucleus	cellular_component
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0030154	cell differentiation	biological_process
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0022414	reproductive process	biological_process
ENSG00000185955	H_7	100456620	100464260	69	human	GO:0048856	anatomical structure development	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0043226	organelle	cellular_component
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0005634	nucleus	cellular_component
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0003677	DNA binding	molecular_function
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0140110	transcription regulator activity	molecular_function
