GeneName,up5,dn5,unchange5,all,HN5
ACVR2B,7,2,313,322,5
DCTN2,9,4,309,322,5
ZDHHC2,17,12,293,322,5
NMUR2,6,1,315,322,5
ZDHHC17,9,4,309,322,5
DCTN5,8,3,311,322,5
PSMD8,9,4,309,322,5
DCUN1D1,7,2,313,322,5
ZNF761,10,5,307,322,5
PSME1,8,3,311,322,5
DCUN1D2,7,2,313,322,5
DCX,7,2,313,322,5
ZDHHC1,7,2,313,322,5
PSME4,5,0,317,322,5
ACYP2,10,5,307,322,5
FRY,9,4,309,322,5
DDB2,11,6,305,322,5
MMAB,10,5,307,322,5
PTAR1,8,3,311,322,5
MLST8,11,6,305,322,5
DDIAS,9,4,309,322,5
CDK5RAP2,9,4,309,322,5
FBXW11,9,4,309,322,5
PSG11,11,6,305,322,5
FCER2,8,3,311,322,5
PROK1,8,3,311,322,5
FCF1,7,2,313,322,5
PROM1,7,2,313,322,5
PAQR6,13,8,301,322,5
PRPF18,9,4,309,322,5
DCAF10,6,1,315,322,5
DCAF12,6,1,315,322,5
ZFYVE1,9,4,309,322,5
CENPF,7,2,313,322,5
PRPF4B,6,1,315,322,5
ZFP82,8,3,311,322,5
GGH,7,2,313,322,5
ZFP41,10,5,307,322,5
MPLKIP,5,0,317,322,5
CELF5,11,6,305,322,5
DCAKD,11,6,305,322,5
MPHOSPH9,9,4,309,322,5
PRR32,6,1,315,322,5
GGTLC2,30,25,267,322,5
MPDU1,6,1,315,322,5
NMRAL1,18,13,291,322,5
CELA2A,12,7,303,322,5
FCGR3A,8,3,311,322,5
ZFC3H1,6,1,315,322,5
DCD,17,12,293,322,5
PRSS33,6,1,315,322,5
DCDC2,11,6,305,322,5
CEACAM8,9,4,309,322,5
PRSS57,8,3,311,322,5
KISS1R,15,10,297,322,5
BZW1,7,2,313,322,5
TBC1D22B,6,1,315,322,5
UACA,6,1,315,322,5
IK,8,3,311,322,5
ISOC1,10,5,307,322,5
SPDYE16,14,9,299,322,5
ATCAY,8,3,311,322,5
INCA1,13,8,301,322,5
TMEM42,13,8,301,322,5
BCL7C,7,2,313,322,5
ELMOD2,10,5,307,322,5
ERN2,15,10,297,322,5
TRIP4,10,5,307,322,5
STK38,6,1,315,322,5
SUGP2,7,2,313,322,5
IKBKB,9,4,309,322,5
SPCS1,8,3,311,322,5
SPATS2L,9,4,309,322,5
TMEM50A,7,2,313,322,5
HTR1D,5,0,317,322,5
UBE2E2,11,6,305,322,5
U2AF1L4,13,8,301,322,5
H2AC17,26,21,275,322,5
ELOB,11,6,305,322,5
ANKHD1,8,3,311,322,5
TMEM9,9,4,309,322,5
TYW5,5,0,317,322,5
ANO8,8,3,311,322,5
ENTPD5,8,3,311,322,5
TLL1,10,5,307,322,5
KCNMB2,18,13,291,322,5
B4GALT2,10,5,307,322,5
TRIM73,11,6,305,322,5
TMEM39A,9,4,309,322,5
UBE2D2,9,4,309,322,5
TRMT10B,8,3,311,322,5
TMEM263,9,4,309,322,5
SPEGNB,26,21,275,322,5
B4GALT5,8,3,311,322,5
SPEG,15,10,297,322,5
TENM3,10,5,307,322,5
IGFBP2,17,12,293,322,5
STXBP5,8,3,311,322,5
TBC1D3B,19,14,289,322,5
TRMT1,12,7,303,322,5
TBC1D24,6,1,315,322,5
ERLEC1,8,3,311,322,5
TMEM270,11,6,305,322,5
IGSF6,6,1,315,322,5
TFB2M,8,3,311,322,5
KCNK5,7,2,313,322,5
ERMAP,7,2,313,322,5
ATE1,7,2,313,322,5
TBC1D22A,8,3,311,322,5
TTC39C,8,3,311,322,5
KANSL2,7,2,313,322,5
TMEM30A,9,4,309,322,5
TMEM38B,7,2,313,322,5
ERMP1,9,4,309,322,5
HTR3D,5,0,317,322,5
TBC1D14,9,4,309,322,5
TLK1,7,2,313,322,5
BMP8B,8,3,311,322,5
TMEM256-PLSCR3,43,38,241,322,5
B3GNT5,10,5,307,322,5
HIVEP2,5,0,317,322,5
SUMF2,6,1,315,322,5
TMTC1,7,2,313,322,5
SS18L1,7,2,313,322,5
EEF1AKMT4-ECE2,5,0,317,322,5
ATP5MD,11,6,305,322,5
ANKRD36C,10,5,307,322,5
ATP5MF,10,5,307,322,5
STK10,7,2,313,322,5
TIPRL,7,2,313,322,5
HCAR2,11,6,305,322,5
IGKV1D-33,27,22,273,322,5
TRIM56,8,3,311,322,5
TMX3,8,3,311,322,5
INTS7,6,1,315,322,5
EIF2B1,6,1,315,322,5
UCP2,11,6,305,322,5
IL17RB,15,10,297,322,5
ANTKMT,12,7,303,322,5
HSDL2,7,2,313,322,5
TRIM49,6,1,315,322,5
ITGA6,8,3,311,322,5
TIMP1,15,10,297,322,5
INTS6,9,4,309,322,5
ALCAM,6,1,315,322,5
TTL,6,1,315,322,5
IGKV1D-17,9,4,309,322,5
KCTD6,12,7,303,322,5
KCTD3,8,3,311,322,5
B3GNT8,13,8,301,322,5
TASOR2,11,6,305,322,5
TBC1D10B,8,3,311,322,5
TMEM97,8,3,311,322,5
ARRB1,11,6,305,322,5
TMOD2,8,3,311,322,5
ESD,10,5,307,322,5
ATP5F1D,12,7,303,322,5
ENTPD4,6,1,315,322,5
ALDH1A2,19,14,289,322,5
TMOD3,6,1,315,322,5
TSC22D4,11,6,305,322,5
EIF5AL1,6,1,315,322,5
TAX1BP3,11,6,305,322,5
BMPR2,6,1,315,322,5
EFCAB1,15,10,297,322,5
GUK1,9,4,309,322,5
TXNL1,8,3,311,322,5
TMPRSS12,10,5,307,322,5
BMS1,6,1,315,322,5
TAX1BP1,7,2,313,322,5
KCTD17,9,4,309,322,5
SPART,6,1,315,322,5
HIRIP3,6,1,315,322,5
IL12RB2,10,5,307,322,5
ESRRA,13,8,301,322,5
ELOF1,9,4,309,322,5
TKT,10,5,307,322,5
BNIP3,9,4,309,322,5
SPEM2,8,3,311,322,5
SPHK1,10,5,307,322,5
GUCD1,9,4,309,322,5
TMEM14C,11,6,305,322,5
TTC28,9,4,309,322,5
KBTBD6,5,0,317,322,5
TMED10,6,1,315,322,5
SPRYD7,7,2,313,322,5
UBAC2,9,4,309,322,5
BEAN1,9,4,309,322,5
IGLV2-23,11,6,305,322,5
FAM189B,7,2,313,322,5
FADS1,7,2,313,322,5
IRF7,15,10,297,322,5
KCNG2,7,2,313,322,5
HDAC8,7,2,313,322,5
ATIC,7,2,313,322,5
EHBP1L1,6,1,315,322,5
ALG11,7,2,313,322,5
UBAC1,8,3,311,322,5
TMEM170B,6,1,315,322,5
TCF15,5,0,317,322,5
BACE2,6,1,315,322,5
TCF12,10,5,307,322,5
TCEAL6,6,1,315,322,5
ERAP1,6,1,315,322,5
SPRR2F,7,2,313,322,5
UBXN11,12,7,303,322,5
TMEM178B,6,1,315,322,5
SPRR2D,12,7,303,322,5
ARID4A,6,1,315,322,5
SPTB,7,2,313,322,5
BFAR,8,3,311,322,5
HDAC9,10,5,307,322,5
EPS15,7,2,313,322,5
ARL6IP6,9,4,309,322,5
HEXIM2,17,12,293,322,5
H1-8,7,2,313,322,5
EPB41L2,9,4,309,322,5
FAF1,6,1,315,322,5
FADS3,11,6,305,322,5
IFNGR1,6,1,315,322,5
TEAD4,11,6,305,322,5
H1-7,7,2,313,322,5
IFT172,9,4,309,322,5
STON2,12,7,303,322,5
FADS2,11,6,305,322,5
FAM166C,10,5,307,322,5
ATG13,11,6,305,322,5
SRA1,11,6,305,322,5
IFT43,12,7,303,322,5
IFNA6,5,0,317,322,5
TRPC7,7,2,313,322,5
KCNC1,23,18,281,322,5
TECRL,5,0,317,322,5
ARL3,6,1,315,322,5
TMEM132E,5,0,317,322,5
KCND1,13,8,301,322,5
FAM168B,7,2,313,322,5
TMEM134,7,2,313,322,5
TMEM141,13,8,301,322,5
ARMC5,9,4,309,322,5
GZMH,7,2,313,322,5
HGS,11,6,305,322,5
KARS1,9,4,309,322,5
TMEM237,7,2,313,322,5
SPINK9,13,8,301,322,5
EHF,8,3,311,322,5
IGKV3-11,5,0,317,322,5
SPINK8,16,11,295,322,5
TBCA,9,4,309,322,5
STKLD1,11,6,305,322,5
SRRM1,7,2,313,322,5
BIRC2,8,3,311,322,5
ICAM3,15,10,297,322,5
KAT5,12,7,303,322,5
IRAK1,8,3,311,322,5
IRAG2,11,6,305,322,5
ICA1,9,4,309,322,5
ANKRD13C,6,1,315,322,5
BIRC6,6,1,315,322,5
TMEM248,7,2,313,322,5
ATP13A5,11,6,305,322,5
IGKV2D-29,6,1,315,322,5
ANKRD45,10,5,307,322,5
ATP1A2,7,2,313,322,5
ERH,8,3,311,322,5
STX5,11,6,305,322,5
BLM,5,0,317,322,5
TM4SF18,16,11,295,322,5
HIF1A,6,1,315,322,5
BCLAF1,9,4,309,322,5
FAM169A,10,5,307,322,5
IGLV7-43,10,5,307,322,5
BICRAL,5,0,317,322,5
ARID3A,8,3,311,322,5
TRMU,8,3,311,322,5
UBA52,10,5,307,322,5
TRNT1,6,1,315,322,5
ARHGEF7,9,4,309,322,5
ANKRD55,9,4,309,322,5
HES6,18,13,291,322,5
BGN,5,0,317,322,5
STMN2,7,2,313,322,5
H2AC11,8,3,311,322,5
GZMA,6,1,315,322,5
SRP19,10,5,307,322,5
ARHGEF6,7,2,313,322,5
TBX20,5,0,317,322,5
SRP54,9,4,309,322,5
HDC,6,1,315,322,5
TMEM208,11,6,305,322,5
BCS1L,10,5,307,322,5
STT3B,6,1,315,322,5
FAHD1,7,2,313,322,5
SPPL2B,8,3,311,322,5
ATP13A4,5,0,317,322,5
TM9SF4,10,5,307,322,5
UBP1,7,2,313,322,5
TTC1,10,5,307,322,5
BICD1,8,3,311,322,5
KAT8,5,0,317,322,5
STUB1,8,3,311,322,5
EPB41L5,5,0,317,322,5
EIF2B3,8,3,311,322,5
ATP5MPL,9,4,309,322,5
TAF11L13,9,4,309,322,5
ASB17,9,4,309,322,5
FAM214B,6,1,315,322,5
TPSD1,6,1,315,322,5
HOXB6,8,3,311,322,5
KIAA1549L,9,4,309,322,5
EMP2,6,1,315,322,5
BRAP,5,0,317,322,5
EIF4E2,9,4,309,322,5
FAM171A1,8,3,311,322,5
THAP6,9,4,309,322,5
UHMK1,5,0,317,322,5
TRAF7,9,4,309,322,5
EXT2,8,3,311,322,5
FAM131C,8,3,311,322,5
GTF2IRD2B,11,6,305,322,5
SNX32,13,8,301,322,5
ECM2,9,4,309,322,5
H2BC11,12,7,303,322,5
AP4S1,6,1,315,322,5
INO80E,10,5,307,322,5
ECI2,10,5,307,322,5
KIF13A,6,1,315,322,5
BRD1,8,3,311,322,5
ANGPT2,7,2,313,322,5
ATRN,6,1,315,322,5
ITIH2,8,3,311,322,5
SWI5,9,4,309,322,5
IGHV3-38,10,5,307,322,5
GTF3C5,9,4,309,322,5
EWSR1,7,2,313,322,5
H2BC12,15,10,297,322,5
APC,10,5,307,322,5
FAM126B,7,2,313,322,5
THRAP3,10,5,307,322,5
TRIM34,11,6,305,322,5
KIAA0513,6,1,315,322,5
GTPBP2,9,4,309,322,5
INPPL1,10,5,307,322,5
SSTR2,8,3,311,322,5
KIAA0753,8,3,311,322,5
SOD2,8,3,311,322,5
EPHA2,8,3,311,322,5
TPD52L1,11,6,305,322,5
TPD52L3,6,1,315,322,5
ECT2,7,2,313,322,5
ECSCR,12,7,303,322,5
HOXD13,5,0,317,322,5
KIAA1109,6,1,315,322,5
EYS,9,4,309,322,5
ITGB4,22,17,283,322,5
INPP5F,8,3,311,322,5
HLA-DMA,20,15,287,322,5
BCKDK,8,3,311,322,5
TAF11,6,1,315,322,5
ALG8,6,1,315,322,5
IGHV3-11,9,4,309,322,5
EVPLL,12,7,303,322,5
TEX10,9,4,309,322,5
TEX11,5,0,317,322,5
SNX22,6,1,315,322,5
TRAPPC5,8,3,311,322,5
TAF15,9,4,309,322,5
ITPK1,9,4,309,322,5
TGFBR3L,8,3,311,322,5
AKR1D1,8,3,311,322,5
UNC119,12,7,303,322,5
ANKRD28,6,1,315,322,5
ASF1A,9,4,309,322,5
TRBJ1-1,7,2,313,322,5
ST8SIA4,6,1,315,322,5
HAPLN4,7,2,313,322,5
IMPG1,8,3,311,322,5
EXOSC3,10,5,307,322,5
EXPH5,5,0,317,322,5
ST8SIA2,8,3,311,322,5
SNRNP35,8,3,311,322,5
TRBV23-1,8,3,311,322,5
ING1,9,4,309,322,5
EXOSC6,7,2,313,322,5
HMGN5,12,7,303,322,5
TFG,7,2,313,322,5
HECTD1,9,4,309,322,5
SNPH,8,3,311,322,5
TUBGCP3,8,3,311,322,5
AP2B1,11,6,305,322,5
BRSK2,14,9,299,322,5
TFAP2E,10,5,307,322,5
TRBV6-5,9,4,309,322,5
TRBV6-7,7,2,313,322,5
HMMR,8,3,311,322,5
ANAPC1,8,3,311,322,5
UBE2N,10,5,307,322,5
GTF2H5,8,3,311,322,5
TEX37,20,15,287,322,5
STAM,6,1,315,322,5
TRIAP1,7,2,313,322,5
HOOK3,7,2,313,322,5
BRF1,9,4,309,322,5
ANAPC2,9,4,309,322,5
ITSN1,9,4,309,322,5
SNX12,8,3,311,322,5
SNX11,8,3,311,322,5
UBE2Q1,7,2,313,322,5
SYDE2,5,0,317,322,5
SYT4,5,0,317,322,5
EXOC3L1,8,3,311,322,5
ULK3,13,8,301,322,5
BCAN,17,12,293,322,5
GTF2F2,7,2,313,322,5
BCAR3,10,5,307,322,5
HMGB3,10,5,307,322,5
FAM171A2,13,8,301,322,5
HNRNPUL1,7,2,313,322,5
TSTD1,15,10,297,322,5
SNTN,9,4,309,322,5
ASCL1,6,1,315,322,5
EMC9,11,6,305,322,5
TRAV41,9,4,309,322,5
THADA,6,1,315,322,5
HDX,7,2,313,322,5
BRINP3,11,6,305,322,5
TOX3,6,1,315,322,5
TDRP,7,2,313,322,5
H2AZ1,9,4,309,322,5
TOR1AIP2,6,1,315,322,5
INSYN1,8,3,311,322,5
TNKS,7,2,313,322,5
TNKS2,6,1,315,322,5
UGDH,8,3,311,322,5
TNNI3K,12,7,303,322,5
TIMM13,10,5,307,322,5
TAOK2,11,6,305,322,5
FAM122A,7,2,313,322,5
SOX21,8,3,311,322,5
SOX11,6,1,315,322,5
JARID2,6,1,315,322,5
AMT,36,31,255,322,5
SSH2,9,4,309,322,5
ITGAX,5,0,317,322,5
ENOX1,6,1,315,322,5
ITGB1,10,5,307,322,5
TSNAX,8,3,311,322,5
UBE3A,13,8,301,322,5
ITGB1BP1,11,6,305,322,5
TAFA5,11,6,305,322,5
TAFA4,10,5,307,322,5
TNPO2,10,5,307,322,5
ELP6,8,3,311,322,5
IGHV1-18,8,3,311,322,5
TAPBP,7,2,313,322,5
SUPT20HL2,5,0,317,322,5
FAM124B,7,2,313,322,5
TNFSF9,9,4,309,322,5
SPACA5,12,7,303,322,5
TRIM45,6,1,315,322,5
KDM4C,5,0,317,322,5
JMJD1C,6,1,315,322,5
BOLA3,12,7,303,322,5
HBP1,6,1,315,322,5
BBOF1,13,8,301,322,5
AQP2,7,2,313,322,5
AMOT,8,3,311,322,5
UFD1,9,4,309,322,5
UFL1,6,1,315,322,5
ARSJ,5,0,317,322,5
AMPH,7,2,313,322,5
TARS3,7,2,313,322,5
SP2,8,3,311,322,5
TARS1,9,4,309,322,5
TIMM23B-AGAP6,7,2,313,322,5
JDP2,10,5,307,322,5
APPL1,7,2,313,322,5
HSD11B1,10,5,307,322,5
AMPD2,9,4,309,322,5
BORCS7,8,3,311,322,5
SSH1,5,0,317,322,5
TESK2,9,4,309,322,5
UGP2,7,2,313,322,5
TNNT1,10,5,307,322,5
HAX1,10,5,307,322,5
ARX,18,13,291,322,5
TIAF1,6,1,315,322,5
IL2RA,7,2,313,322,5
BBS10,5,0,317,322,5
TAF2,7,2,313,322,5
UGT1A8,11,6,305,322,5
SOWAHC,6,1,315,322,5
TOMM5,9,4,309,322,5
SORCS1,7,2,313,322,5
INS-IGF2,5,0,317,322,5
UBE2J1,6,1,315,322,5
ENKUR,11,6,305,322,5
HPS3,6,1,315,322,5
HPSE,7,2,313,322,5
KHDRBS3,11,6,305,322,5
HLA-DQB1,5,0,317,322,5
EDC3,9,4,309,322,5
ALG5,7,2,313,322,5
BCL2,7,2,313,322,5
HPS4,8,3,311,322,5
APOC4-APOC2,7,2,313,322,5
TAF3,6,1,315,322,5
INSIG1,9,4,309,322,5
TOMM22,7,2,313,322,5
TAF1D,11,6,305,322,5
TOP3B,11,6,305,322,5
TAF5L,10,5,307,322,5
SORBS3,10,5,307,322,5
GCDH,13,9,300,322,4
TEX9,7,3,312,322,4
DAND5,7,3,312,322,4
HDGFL3,5,1,316,322,4
CYP51A1,8,4,310,322,4
PQBP1,13,9,300,322,4
PRCD,11,7,304,322,4
POP5,8,4,310,322,4
MRPS9,6,2,314,322,4
POM121L2,17,13,292,322,4
MRPS36,7,3,312,322,4
ZNF146,7,3,312,322,4
ASXL3,5,1,316,322,4
TESK1,10,6,306,322,4
ASNSD1,10,6,306,322,4
MT-ATP8,14,10,298,322,4
CYTH2,10,6,306,322,4
MT2A,16,12,294,322,4
PPIG,8,4,310,322,4
MTO1,7,3,312,322,4
ZNF12,8,4,310,322,4
ZNF142,8,4,310,322,4
ZNF182,7,3,312,322,4
FEM1A,5,1,316,322,4
MRPS23,10,6,306,322,4
PPP1R10,9,5,308,322,4
ZNF138,8,4,310,322,4
DAP,7,3,312,322,4
CEP76,7,3,312,322,4
IGKV1D-13,12,8,302,322,4
ZNF124,6,2,314,322,4
ACOX2,17,13,292,322,4
PRAF2,9,5,308,322,4
PPIF,6,2,314,322,4
TERF2,7,3,312,322,4
MRPS33,7,3,312,322,4
ANKRD16,4,0,318,322,4
TEX264,8,4,310,322,4
GDAP1L1,17,13,292,322,4
EPC1,7,3,312,322,4
IGKV2-30,6,2,314,322,4
HDHD5,9,5,308,322,4
MSH3,5,1,316,322,4
DACH1,5,1,316,322,4
TENT5B,16,12,294,322,4
MTFR1,8,4,310,322,4
CGGBP1,10,6,306,322,4
TTC13,12,8,302,322,4
IGKV2-24,4,0,318,322,4
DAB2,7,3,312,322,4
PPP6C,7,3,312,322,4
PPP1R16A,11,7,304,322,4
CERCAM,9,5,308,322,4
CETN2,9,5,308,322,4
TET2,5,1,316,322,4
ZNF148,8,4,310,322,4
ACOT4,7,3,312,322,4
IGKV2-28,7,3,312,322,4
ZNF213,8,4,310,322,4
PP2D1,10,6,306,322,4
PPIL1,8,4,310,322,4
CETN1,5,1,316,322,4
CES3,6,2,314,322,4
MRTO4,7,3,312,322,4
ACOT13,6,2,314,322,4
CFAP161,27,23,272,322,4
CZIB,7,3,312,322,4
PPM1E,5,1,316,322,4
TEX28,6,2,314,322,4
PPA1,7,3,312,322,4
GDF6,4,0,318,322,4
PPIC,6,2,314,322,4
CYP4V2,6,2,314,322,4
ATAD5,7,3,312,322,4
MSANTD5,12,8,302,322,4
FER,6,2,314,322,4
CFAP36,6,2,314,322,4
CFHR5,4,0,318,322,4
CYP46A1,7,3,312,322,4
TEX15,4,0,318,322,4
IGKV1D-43,20,16,286,322,4
ASTN1,6,2,314,322,4
ANKRD13D,12,8,302,322,4
GDE1,9,5,308,322,4
PPP3R1,7,3,312,322,4
CFLAR,7,3,312,322,4
DAG1,13,9,300,322,4
MT-CO1,11,7,304,322,4
SNAPIN,10,6,306,322,4
DAPK3,16,12,294,322,4
FAM126A,6,2,314,322,4
PTP4A1,16,12,294,322,4
MINDY3,11,7,304,322,4
MINDY2,5,1,316,322,4
TAF9B,10,6,306,322,4
MIF4GD,9,5,308,322,4
BRWD3,5,1,316,322,4
DDX27,6,2,314,322,4
FBXO48,5,1,316,322,4
MID1IP1,8,4,310,322,4
PTPRC,12,8,302,322,4
CDH6,5,1,316,322,4
TAF1B,13,9,300,322,4
HBD,12,8,302,322,4
MICAL3,6,2,314,322,4
CDH24,9,5,308,322,4
MICAL1,9,5,308,322,4
ZBTB9,8,4,310,322,4
PTPRS,11,7,304,322,4
TAF12,7,3,312,322,4
PTRHD1,7,3,312,322,4
CDH20,8,4,310,322,4
TTYH3,11,7,304,322,4
ZBTB48,11,7,304,322,4
MGME1,6,2,314,322,4
MIOS,9,5,308,322,4
FAM122C,8,4,310,322,4
ATG101,11,7,304,322,4
CDK8,8,4,310,322,4
PSMF1,10,6,306,322,4
IL17RD,6,2,314,322,4
GIT2,6,2,314,322,4
GJA10,5,1,316,322,4
PSTPIP1,19,15,288,322,4
ZCWPW1,8,4,310,322,4
MMACHC,8,4,310,322,4
TTLL12,10,6,306,322,4
MLYCD,11,7,304,322,4
PTBP1,9,5,308,322,4
PTBP2,5,1,316,322,4
PTDSS1,6,2,314,322,4
PTGR1,5,1,316,322,4
MLLT3,10,6,306,322,4
MLLT11,7,3,312,322,4
CDK5RAP3,10,6,306,322,4
IL19,9,5,308,322,4
CDK5RAP1,8,4,310,322,4
ATP6V0E1,9,5,308,322,4
ATP6V1A,6,2,314,322,4
TARBP2,10,6,306,322,4
MLEC,6,2,314,322,4
IL1RAP,8,4,310,322,4
TTLL3,9,5,308,322,4
ANGPTL4,21,17,284,322,4
PUS3,8,4,310,322,4
HAUS6,6,2,314,322,4
CDC14A,5,1,316,322,4
METTL2A,5,1,316,322,4
YRDC,7,3,312,322,4
RAB23,6,2,314,322,4
METTL21C,9,5,308,322,4
FBXO38,4,0,318,322,4
TUBE1,10,6,306,322,4
RAB34,9,5,308,322,4
RAB3D,6,2,314,322,4
RAB3GAP2,9,5,308,322,4
YPEL5,8,4,310,322,4
METAP1D,6,2,314,322,4
GLRX3,9,5,308,322,4
HAUS5,7,3,312,322,4
IMMT,7,3,312,322,4
SYP,10,6,306,322,4
RAB8A,10,6,306,322,4
SYNPO,7,3,312,322,4
YPEL4,12,8,302,322,4
CD82,8,4,310,322,4
RABGGTB,8,4,310,322,4
GLT8D1,11,7,304,322,4
MEIOSIN,8,4,310,322,4
YIPF6,6,2,314,322,4
GLTPD2,10,6,306,322,4
ADAMTS7,6,2,314,322,4
ILK,15,11,296,322,4
RAB14,5,1,316,322,4
ADAMTS3,6,2,314,322,4
FBXO41,10,6,306,322,4
PWWP2B,7,3,312,322,4
ZBTB22,9,5,308,322,4
MFSD9,9,5,308,322,4
PXT1,7,3,312,322,4
ADAM8,8,4,310,322,4
PYCARD,17,13,292,322,4
MFSD4B,6,2,314,322,4
MFSD4A,5,1,316,322,4
PYCR2,9,5,308,322,4
CDCA3,8,4,310,322,4
ADAMTS10,9,5,308,322,4
QDPR,7,3,312,322,4
ZBED9,4,0,318,322,4
ZBED1,7,3,312,322,4
DECR1,11,7,304,322,4
SYTL3,7,3,312,322,4
TUBB4B,9,5,308,322,4
ADAMTS19,10,6,306,322,4
DEDD,9,5,308,322,4
ILDR2,9,5,308,322,4
RAB11B,11,7,304,322,4
SYT17,5,1,316,322,4
IL17RA,6,2,314,322,4
TAS2R4,7,3,312,322,4
ACYP1,7,3,312,322,4
PRODH,11,7,304,322,4
ATP10B,4,0,318,322,4
MRPL1,8,4,310,322,4
PRKCE,10,6,306,322,4
ZGPAT,12,8,302,322,4
PRKCI,5,1,316,322,4
MROH6,12,8,302,322,4
CEP128,8,4,310,322,4
IGLV4-60,14,10,298,322,4
ZFYVE27,11,7,304,322,4
TBX18,5,1,316,322,4
PRMT3,8,4,310,322,4
HCN3,4,0,318,322,4
DCAF13,11,7,304,322,4
CENPM,12,8,302,322,4
PROS1,5,1,316,322,4
TBKBP1,9,5,308,322,4
PROSER3,6,2,314,322,4
TBCEL,7,3,312,322,4
TTC37,8,4,310,322,4
PRPF3,6,2,314,322,4
ZFYVE16,10,6,306,322,4
PRPF31,10,6,306,322,4
ANKIB1,9,5,308,322,4
FCRL3,4,0,318,322,4
MRPL12,11,7,304,322,4
MRPL20,9,5,308,322,4
MRPL21,9,5,308,322,4
TCF24,7,3,312,322,4
CEP55,4,0,318,322,4
MRPL9,10,6,306,322,4
ZNF100,7,3,312,322,4
TDP2,7,3,312,322,4
ZMYM5,6,2,314,322,4
DARS2,8,4,310,322,4
ATG14,6,2,314,322,4
ATG2A,10,6,306,322,4
ATG2B,4,0,318,322,4
MRPL48,5,1,316,322,4
MRPL45,10,6,306,322,4
ATG4B,9,5,308,322,4
EPB41L1,15,11,296,322,4
CEP250,10,6,306,322,4
TCN2,9,5,308,322,4
IGLV1-47,13,9,300,322,4
PRG4,10,6,306,322,4
ATG7,9,5,308,322,4
PRICKLE1,6,2,314,322,4
IGLV2-18,9,5,308,322,4
PRKAA2,6,2,314,322,4
MRPL3,8,4,310,322,4
PRKAB1,12,8,302,322,4
PRPF4,5,1,316,322,4
ACTL6A,7,3,312,322,4
PSME2,9,5,308,322,4
TAZ,11,7,304,322,4
MOGS,10,6,306,322,4
IKZF5,6,2,314,322,4
IL10,10,6,306,322,4
PSD3,11,7,304,322,4
DCST1,6,2,314,322,4
PSG6,9,5,308,322,4
ZER1,9,5,308,322,4
PSIP1,9,5,308,322,4
PSMA5,9,5,308,322,4
CDX2,4,0,318,322,4
FAM118A,8,4,310,322,4
MMUT,8,4,310,322,4
MPV17L,8,4,310,322,4
CDRT15L2,7,3,312,322,4
CDRT15,17,13,292,322,4
ZDHHC21,7,3,312,322,4
FCAMR,6,2,314,322,4
ZDHHC20,5,1,316,322,4
TTC8,10,6,306,322,4
PSMD14,9,5,308,322,4
IL15,12,8,302,322,4
GINS4,6,2,314,322,4
GIP,16,12,294,322,4
IL16,12,8,302,322,4
DCLRE1C,6,2,314,322,4
ATP5F1C,11,7,304,322,4
IKZF1,10,6,306,322,4
MORC2,9,5,308,322,4
TBC1D8B,9,5,308,322,4
ZFP69B,7,3,312,322,4
TBC1D7,7,3,312,322,4
ZFP64,8,4,310,322,4
ACTR10,9,5,308,322,4
CELF6,24,20,278,322,4
MPO,6,2,314,322,4
MPND,15,11,296,322,4
ATP2A1,31,27,264,322,4
MPL,7,3,312,322,4
MPHOSPH6,13,9,300,322,4
MPG,11,7,304,322,4
PRRC1,7,3,312,322,4
ENTPD6,9,5,308,322,4
ACTR1A,11,7,304,322,4
PRRT1B,8,4,310,322,4
DCC,17,13,292,322,4
TBC1D13,9,5,308,322,4
PRRT3,6,2,314,322,4
PRSS16,6,2,314,322,4
IKBKG,10,6,306,322,4
ZFAND2B,8,4,310,322,4
MORC3,6,2,314,322,4
TSPO,14,10,298,322,4
PKP1,5,1,316,322,4
MTR,8,4,310,322,4
ZNF749,9,5,308,322,4
NOL7,6,2,314,322,4
TRIM47,14,10,298,322,4
ZNF772,8,4,310,322,4
COBL,5,1,316,322,4
TRIM48,4,0,318,322,4
COA5,9,5,308,322,4
ARAP3,5,1,316,322,4
AREG,10,6,306,322,4
FLRT1,12,8,302,322,4
ZNF765,7,3,312,322,4
TMX4,7,3,312,322,4
PALM2AKAP2,6,2,314,322,4
ZNF740,5,1,316,322,4
NOM1,4,0,318,322,4
NMNAT2,4,0,318,322,4
PAPOLB,5,1,316,322,4
TMTC3,6,2,314,322,4
ARF6,7,3,312,322,4
CNTN1,17,13,292,322,4
CNST,8,4,310,322,4
PARD6A,9,5,308,322,4
CNRIP1,11,7,304,322,4
CRYBA1,14,10,298,322,4
ABCA7,15,11,296,322,4
ZNF736,5,1,316,322,4
TMPRSS4,6,2,314,322,4
NOL8,6,2,314,322,4
NOMO1,11,7,304,322,4
CMAS,8,4,310,322,4
COL22A1,5,1,316,322,4
HS3ST3B1,8,4,310,322,4
NPBWR1,4,0,318,322,4
COL4A3,7,3,312,322,4
FRK,7,3,312,322,4
OTUD7A,5,1,316,322,4
COL25A1,8,4,310,322,4
COL24A1,8,4,310,322,4
OXA1L,8,4,310,322,4
ETS2,8,4,310,322,4
NOVA2,7,3,312,322,4
NOVA1,10,6,306,322,4
OXNAD1,5,1,316,322,4
CRMP1,10,6,306,322,4
TNFSF11,4,0,318,322,4
P2RY14,8,4,310,322,4
