Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	HN-score(HN5)
Os10g0180800	10	5539743	5544578	GO:0005575	cellular_component	-49
Os10g0180800	10	5539743	5544578	GO:0016020	membrane	-49
Os05g0482400	5	23728568	23738372	GO:0003824	catalytic activity	-49
Os06g0539500	6	20257250	20257626	GO:0003674	molecular_function	-49
Os05g0482400	5	23728568	23738372	GO:0005575	cellular_component	-49
Os06g0539500	6	20257250	20257626	GO:0008150	biological_process	-49
Os06g0539500	6	20257250	20257626	GO:0006810	transport	-49
Os06g0539500	6	20257250	20257626	GO:0008289	lipid binding	-49
Os06g0539500	6	20257250	20257626	GO:0005488	binding	-49
Os05g0482400	5	23728568	23738372	GO:0008152	metabolic process	-49
Os05g0482400	5	23728568	23738372	GO:0009987	cellular process	-49
Os10g0180800	10	5539743	5544578	GO:0003824	catalytic activity	-49
Os10g0528300	10	20556396	20557613	GO:0008152	metabolic process	-49
Os10g0528300	10	20556396	20557613	GO:0005622	intracellular anatomical structure	-49
Os10g0528300	10	20556396	20557613	GO:0042221	response to chemical	-49
Os10g0528300	10	20556396	20557613	GO:0008150	biological_process	-49
Os10g0528300	10	20556396	20557613	GO:0009987	cellular process	-49
Os10g0528300	10	20556396	20557613	GO:0003674	molecular_function	-49
Os10g0528300	10	20556396	20557613	GO:0003824	catalytic activity	-49
Os10g0528300	10	20556396	20557613	GO:0016740	transferase activity	-49
Os10g0528300	10	20556396	20557613	GO:0005575	cellular_component	-49
Os10g0528300	10	20556396	20557613	GO:0005737	cytoplasm	-49
Os07g0561800	7	22427661	22429638	GO:0003674	molecular_function	-49
Os07g0561800	7	22427661	22429638	GO:0009987	cellular process	-49
Os02g0191800	2	5079077	5079712	GO:0016020	membrane	-49
Os02g0191800	2	5079077	5079712	GO:0005575	cellular_component	-49
Os02g0136933	2	1955439	1956461	GO:0005488	binding	-49
Os02g0136933	2	1955439	1956461	GO:0005575	cellular_component	-49
Os02g0136933	2	1955439	1956461	GO:0005515	protein binding	-49
Os02g0136933	2	1955439	1956461	GO:0003674	molecular_function	-49
Os02g0136933	2	1955439	1956461	GO:0005737	cytoplasm	-49
Os07g0561800	7	22427661	22429638	GO:0005215	transporter activity	-49
Os02g0136933	2	1955439	1956461	GO:0005622	intracellular anatomical structure	-49
Os07g0129200	7	1512025	1512958	GO:0009607	response to biotic stimulus	-49
Os02g0191800	2	5079077	5079712	GO:0009987	cellular process	-49
Os07g0561800	7	22427661	22429638	GO:0005575	cellular_component	-49
Os07g0561800	7	22427661	22429638	GO:0016020	membrane	-49
Os07g0561800	7	22427661	22429638	GO:0006810	transport	-49
Os07g0129200	7	1512025	1512958	GO:0008150	biological_process	-49
Os07g0561800	7	22427661	22429638	GO:0008150	biological_process	-49
Os02g0191800	2	5079077	5079712	GO:0006810	transport	-49
Os07g0129200	7	1512025	1512958	GO:0005576	extracellular region	-49
Os02g0191800	2	5079077	5079712	GO:0008150	biological_process	-49
Os07g0129200	7	1512025	1512958	GO:0005575	cellular_component	-49
Os01g0279400	1	9889550	9902737	GO:0009987	cellular process	-50
Os01g0279400	1	9889550	9902737	GO:0008150	biological_process	-50
Os11g0210600	11	5755644	5758642	GO:0003674	molecular_function	-50
Os01g0854800	1	36840077	36842114	GO:0016020	membrane	-50
Os01g0854800	1	36840077	36842114	GO:0005773	vacuole	-50
Os01g0279400	1	9889550	9902737	GO:0016020	membrane	-50
Os01g0279400	1	9889550	9902737	GO:0005575	cellular_component	-50
Os01g0279400	1	9889550	9902737	GO:0003674	molecular_function	-50
Os01g0854800	1	36840077	36842114	GO:0005622	intracellular anatomical structure	-50
Os01g0279400	1	9889550	9902737	GO:0005215	transporter activity	-50
Os01g0854800	1	36840077	36842114	GO:0005488	binding	-50
Os11g0210600	11	5755644	5758642	GO:0008152	metabolic process	-50
Os11g0210600	11	5755644	5758642	GO:0005488	binding	-50
Os11g0210600	11	5755644	5758642	GO:0005829	cytosol	-50
Os11g0210600	11	5755644	5758642	GO:0003824	catalytic activity	-50
Os11g0210600	11	5755644	5758642	GO:0005737	cytoplasm	-50
Os11g0210600	11	5755644	5758642	GO:0005622	intracellular anatomical structure	-50
Os11g0210600	11	5755644	5758642	GO:0005575	cellular_component	-50
Os11g0210600	11	5755644	5758642	GO:0042221	response to chemical	-50
Os11g0210600	11	5755644	5758642	GO:0009056	catabolic process	-50
Os11g0210600	11	5755644	5758642	GO:0008150	biological_process	-50
Os11g0210600	11	5755644	5758642	GO:0009987	cellular process	-50
Os01g0854800	1	36840077	36842114	GO:0005737	cytoplasm	-50
Os01g0795000	1	33668016	33672415	GO:0019538	protein metabolic process	-50
Os01g0854800	1	36840077	36842114	GO:0006629	lipid metabolic process	-50
Os01g0854800	1	36840077	36842114	GO:0008150	biological_process	-50
Os01g0795000	1	33668016	33672415	GO:0005575	cellular_component	-50
Os01g0795000	1	33668016	33672415	GO:0005576	extracellular region	-50
Os01g0795000	1	33668016	33672415	GO:0003674	molecular_function	-50
Os01g0795000	1	33668016	33672415	GO:0003824	catalytic activity	-50
Os01g0795000	1	33668016	33672415	GO:0016787	hydrolase activity	-50
Os01g0795000	1	33668016	33672415	GO:0008150	biological_process	-50
Os01g0627400	1	25040769	25043903	GO:0005488	binding	-50
Os01g0627400	1	25040769	25043903	GO:0016020	membrane	-50
Os01g0627400	1	25040769	25043903	GO:0005575	cellular_component	-50
Os01g0627400	1	25040769	25043903	GO:0003824	catalytic activity	-50
Os01g0627400	1	25040769	25043903	GO:0003674	molecular_function	-50
Os01g0795000	1	33668016	33672415	GO:0008152	metabolic process	-50
Os01g0232000	1	7297781	7298619	GO:0003674	molecular_function	-50
Os01g0382000	1	15934495	15935317	GO:0005576	extracellular region	-50
Os01g0382000	1	15934495	15935317	GO:0005575	cellular_component	-50
Os01g0357200	1	14453690	14454549	GO:0005829	cytosol	-50
Os01g0357200	1	14453690	14454549	GO:0005737	cytoplasm	-50
Os01g0357200	1	14453690	14454549	GO:0005622	intracellular anatomical structure	-50
Os01g0357200	1	14453690	14454549	GO:0005575	cellular_component	-50
Os01g0854800	1	36840077	36842114	GO:0003674	molecular_function	-50
Os01g0854800	1	36840077	36842114	GO:0003824	catalytic activity	-50
Os01g0279400	1	9889550	9902737	GO:0006810	transport	-50
Os04g0339800	4	16021939	16023733	GO:0007165	signal transduction	-50
Os01g0854800	1	36840077	36842114	GO:0005575	cellular_component	-50
Os01g0854800	1	36840077	36842114	GO:0008152	metabolic process	-50
Os02g0684500	2	27994105	27994677	GO:0005575	cellular_component	-50
Os02g0684500	2	27994105	27994677	GO:0005622	intracellular anatomical structure	-50
Os02g0684500	2	27994105	27994677	GO:0003676	nucleic acid binding	-50
Os02g0684500	2	27994105	27994677	GO:0003677	DNA binding	-50
Os02g0684500	2	27994105	27994677	GO:0005634	nucleus	-50
Os02g0684500	2	27994105	27994677	GO:0005198	structural molecule activity	-50
Os01g0854800	1	36840077	36842114	GO:0009058	biosynthetic process	-50
Os06g0254600	6	7996917	8004842	GO:0005488	binding	-50
Os01g0854800	1	36840077	36842114	GO:0019748	secondary metabolic process	-50
Os01g0854800	1	36840077	36842114	GO:0009987	cellular process	-50
Os02g0684500	2	27994105	27994677	GO:0009987	cellular process	-50
Os01g0232000	1	7297781	7298619	GO:0006810	transport	-50
Os01g0232000	1	7297781	7298619	GO:0008150	biological_process	-50
Os01g0232000	1	7297781	7298619	GO:0009987	cellular process	-50
Os01g0232000	1	7297781	7298619	GO:0005575	cellular_component	-50
Os01g0232000	1	7297781	7298619	GO:0005622	intracellular anatomical structure	-50
Os01g0232000	1	7297781	7298619	GO:0016020	membrane	-50
Os01g0232000	1	7297781	7298619	GO:0005737	cytoplasm	-50
Os01g0232000	1	7297781	7298619	GO:0005773	vacuole	-50
Os01g0232000	1	7297781	7298619	GO:0005215	transporter activity	-50
Os06g0254600	6	7996917	8004842	GO:0003674	molecular_function	-50
Os02g0684500	2	27994105	27994677	GO:0016043	cellular component organization	-50
Os02g0684500	2	27994105	27994677	GO:0008150	biological_process	-50
Os02g0684500	2	27994105	27994677	GO:0005488	binding	-50
Os02g0684500	2	27994105	27994677	GO:0003674	molecular_function	-50
Os04g0339800	4	16021939	16023733	GO:0006950	response to stress	-50
Os04g0339800	4	16021939	16023733	GO:0007154	cell communication	-50
Os04g0339800	4	16021939	16023733	GO:0016301	kinase activity	-50
Os04g0339800	4	16021939	16023733	GO:0016740	transferase activity	-50
Os04g0339800	4	16021939	16023733	GO:0003824	catalytic activity	-50
Os04g0339800	4	16021939	16023733	GO:0005737	cytoplasm	-50
Os04g0339800	4	16021939	16023733	GO:0005622	intracellular anatomical structure	-50
Os04g0339800	4	16021939	16023733	GO:0005575	cellular_component	-50
Os04g0339800	4	16021939	16023733	GO:0000166	nucleotide binding	-50
Os04g0339800	4	16021939	16023733	GO:0005488	binding	-50
Os04g0339800	4	16021939	16023733	GO:0003674	molecular_function	-50
Os04g0339800	4	16021939	16023733	GO:0065009	regulation of molecular function	-50
Os04g0339800	4	16021939	16023733	GO:0019538	protein metabolic process	-50
Os04g0339800	4	16021939	16023733	GO:0036211	protein modification process	-50
Os04g0339800	4	16021939	16023733	GO:0008152	metabolic process	-50
Os04g0339800	4	16021939	16023733	GO:0009987	cellular process	-50
Os04g0339800	4	16021939	16023733	GO:0008150	biological_process	-50
Os02g0684500	2	27994105	27994677	GO:0005515	protein binding	-50
Os06g0254600	6	7996917	8004842	GO:0003824	catalytic activity	-50
Os12g0505800	12	19381453	19382291	GO:0005575	cellular_component	-51
Os12g0505800	12	19381453	19382291	GO:0005622	intracellular anatomical structure	-51
Os12g0472500	12	16988415	16990867	GO:0000003	reproduction	-51
Os12g0472500	12	16988415	16990867	GO:0048856	anatomical structure development	-51
Os12g0505800	12	19381453	19382291	GO:0005737	cytoplasm	-51
Os07g0524900	7	20365632	20367832	GO:0006810	transport	-51
Os12g0472500	12	16988415	16990867	GO:0007275	multicellular organism development	-51
Os12g0505800	12	19381453	19382291	GO:0008152	metabolic process	-51
Os02g0207100	2	6007623	6009551	GO:0005575	cellular_component	-51
Os07g0524900	7	20365632	20367832	GO:0008150	biological_process	-51
Os07g0524900	7	20365632	20367832	GO:0009987	cellular process	-51
Os12g0505800	12	19381453	19382291	GO:0009058	biosynthetic process	-51
Os07g0524900	7	20365632	20367832	GO:0003674	molecular_function	-51
Os12g0505800	12	19381453	19382291	GO:0005975	carbohydrate metabolic process	-51
Os12g0505800	12	19381453	19382291	GO:0009987	cellular process	-51
Os12g0472500	12	16988415	16990867	GO:0030154	cell differentiation	-51
Os12g0505800	12	19381453	19382291	GO:0008150	biological_process	-51
Os12g0472500	12	16988415	16990867	GO:0005488	binding	-51
Os12g0472500	12	16988415	16990867	GO:0005515	protein binding	-51
Os12g0472500	12	16988415	16990867	GO:0003674	molecular_function	-51
Os12g0472500	12	16988415	16990867	GO:0009908	flower development	-51
Os12g0472500	12	16988415	16990867	GO:0009791	post-embryonic development	-51
Os12g0505800	12	19381453	19382291	GO:0005829	cytosol	-51
Os07g0524900	7	20365632	20367832	GO:0005215	transporter activity	-51
Os02g0207100	2	6007623	6009551	GO:0005622	intracellular anatomical structure	-51
Os02g0207100	2	6007623	6009551	GO:0003674	molecular_function	-51
Os12g0472500	12	16988415	16990867	GO:0009987	cellular process	-51
Os06g0699100	6	29381137	29382336	GO:0003674	molecular_function	-51
Os03g0261100	3	8487523	8489366	GO:0008150	biological_process	-51
Os03g0261100	3	8487523	8489366	GO:0008152	metabolic process	-51
Os03g0261100	3	8487523	8489366	GO:0009056	catabolic process	-51
Os03g0261100	3	8487523	8489366	GO:0006629	lipid metabolic process	-51
Os03g0261100	3	8487523	8489366	GO:0005575	cellular_component	-51
Os03g0261100	3	8487523	8489366	GO:0005576	extracellular region	-51
Os03g0261100	3	8487523	8489366	GO:0006810	transport	-51
Os03g0261100	3	8487523	8489366	GO:0003674	molecular_function	-51
Os03g0261100	3	8487523	8489366	GO:0005488	binding	-51
Os03g0261100	3	8487523	8489366	GO:0008289	lipid binding	-51
Os03g0261100	3	8487523	8489366	GO:0003824	catalytic activity	-51
Os03g0261100	3	8487523	8489366	GO:0016787	hydrolase activity	-51
Os03g0261100	3	8487523	8489366	GO:0009987	cellular process	-51
Os06g0699100	6	29381137	29382336	GO:0003824	catalytic activity	-51
Os06g0699100	6	29381137	29382336	GO:0016740	transferase activity	-51
Os12g0630100	12	26956203	26956894	GO:0008150	biological_process	-51
Os12g0630100	12	26956203	26956894	GO:0006950	response to stress	-51
Os07g0524900	7	20365632	20367832	GO:0016020	membrane	-51
Os07g0524900	7	20365632	20367832	GO:0005886	plasma membrane	-51
Os07g0524900	7	20365632	20367832	GO:0005575	cellular_component	-51
Os07g0257200	7	8871643	8878905	GO:0008150	biological_process	-51
Os02g0207100	2	6007623	6009551	GO:0003824	catalytic activity	-51
Os02g0207100	2	6007623	6009551	GO:0016740	transferase activity	-51
Os12g0505800	12	19381453	19382291	GO:0003674	molecular_function	-51
Os12g0505800	12	19381453	19382291	GO:0003824	catalytic activity	-51
Os12g0505800	12	19381453	19382291	GO:0016787	hydrolase activity	-51
Os07g0257200	7	8871643	8878905	GO:0016020	membrane	-51
Os07g0257200	7	8871643	8878905	GO:0005575	cellular_component	-51
Os07g0257200	7	8871643	8878905	GO:0009987	cellular process	-51
Os07g0257200	7	8871643	8878905	GO:0006810	transport	-51
Os12g0472500	12	16988415	16990867	GO:0008150	biological_process	-51
Os07g0257200	7	8871643	8878905	GO:0003674	molecular_function	-51
Os07g0257200	7	8871643	8878905	GO:0005215	transporter activity	-51
Os07g0687400	7	29206934	29207571	GO:0008150	biological_process	-51
Os07g0687400	7	29206934	29207571	GO:0009987	cellular process	-51
Os07g0687400	7	29206934	29207571	GO:0008152	metabolic process	-51
Os07g0687400	7	29206934	29207571	GO:0009058	biosynthetic process	-51
Os07g0687400	7	29206934	29207571	GO:0006139	nucleobase-containing compound metabolic process	-51
Os07g0687400	7	29206934	29207571	GO:0065009	regulation of molecular function	-51
Os12g0472500	12	16988415	16990867	GO:0007049	cell cycle	-51
Os01g0284500	1	10167946	10168997	GO:0005618	cell wall	-52
Os01g0284500	1	10167946	10168997	GO:0005576	extracellular region	-52
Os06g0210000	6	5614074	5616716	GO:0005575	cellular_component	-52
Os06g0210000	6	5614074	5616716	GO:0008150	biological_process	-52
Os06g0210000	6	5614074	5616716	GO:0006810	transport	-52
Os06g0192100	6	4648131	4649391	GO:0005622	intracellular anatomical structure	-52
Os06g0192100	6	4648131	4649391	GO:0005575	cellular_component	-52
Os06g0192100	6	4648131	4649391	GO:0016740	transferase activity	-52
Os06g0192100	6	4648131	4649391	GO:0003824	catalytic activity	-52
Os06g0192100	6	4648131	4649391	GO:0003674	molecular_function	-52
Os06g0210000	6	5614074	5616716	GO:0003674	molecular_function	-52
Os01g0284500	1	10167946	10168997	GO:0003674	molecular_function	-52
Os01g0284500	1	10167946	10168997	GO:0009987	cellular process	-52
Os01g0284500	1	10167946	10168997	GO:0005575	cellular_component	-52
Os01g0284500	1	10167946	10168997	GO:0005488	binding	-52
Os01g0284500	1	10167946	10168997	GO:0008150	biological_process	-52
Os01g0284500	1	10167946	10168997	GO:0048856	anatomical structure development	-52
Os01g0284500	1	10167946	10168997	GO:0007275	multicellular organism development	-52
Os01g0284500	1	10167946	10168997	GO:0030312	external encapsulating structure	-52
Os06g0210000	6	5614074	5616716	GO:0016020	membrane	-52
Os01g0284500	1	10167946	10168997	GO:0006810	transport	-52
Os06g0210000	6	5614074	5616716	GO:0005886	plasma membrane	-52
Os06g0210000	6	5614074	5616716	GO:0009987	cellular process	-52
Os10g0576600	10	22964272	22965575	GO:0003674	molecular_function	-52
Os10g0576600	10	22964272	22965575	GO:0005622	intracellular anatomical structure	-52
Os10g0576600	10	22964272	22965575	GO:0005488	binding	-52
Os10g0576600	10	22964272	22965575	GO:0005515	protein binding	-52
Os06g0210000	6	5614074	5616716	GO:0005215	transporter activity	-52
Os08g0462900	8	22715246	22716410	GO:0005575	cellular_component	-52
Os08g0462900	8	22715246	22716410	GO:0016020	membrane	-52
Os07g0124900	7	1319034	1319789	GO:0005576	extracellular region	-52
Os07g0124900	7	1319034	1319789	GO:0005575	cellular_component	-52
Os10g0576600	10	22964272	22965575	GO:0005575	cellular_component	-52
Os04g0609500	4	30869610	30871743	GO:0003674	molecular_function	-52
Os04g0609500	4	30869610	30871743	GO:0003824	catalytic activity	-52
Os04g0609500	4	30869610	30871743	GO:0016740	transferase activity	-52
Os02g0570700	2	21810375	21813457	GO:0005575	cellular_component	-53
Os02g0570700	2	21810375	21813457	GO:0016020	membrane	-53
Os02g0570700	2	21810375	21813457	GO:0003674	molecular_function	-53
Os02g0570700	2	21810375	21813457	GO:0005488	binding	-53
Os02g0570700	2	21810375	21813457	GO:0008150	biological_process	-53
Os07g0624600	7	25867212	25871232	GO:0016787	hydrolase activity	-53
Os02g0570700	2	21810375	21813457	GO:0009987	cellular process	-53
Os02g0570700	2	21810375	21813457	GO:0008152	metabolic process	-53
Os02g0570700	2	21810375	21813457	GO:0003824	catalytic activity	-53
Os06g0228500	6	6678245	6680823	GO:0006810	transport	-53
Os02g0570700	2	21810375	21813457	GO:0006629	lipid metabolic process	-53
Os07g0624600	7	25867212	25871232	GO:0003824	catalytic activity	-53
Os07g0624600	7	25867212	25871232	GO:0003674	molecular_function	-53
Os07g0624600	7	25867212	25871232	GO:0005975	carbohydrate metabolic process	-53
Os07g0624600	7	25867212	25871232	GO:0009058	biosynthetic process	-53
Os07g0624600	7	25867212	25871232	GO:0008152	metabolic process	-53
Os07g0624600	7	25867212	25871232	GO:0009987	cellular process	-53
Os07g0624600	7	25867212	25871232	GO:0008150	biological_process	-53
Os06g0228500	6	6678245	6680823	GO:0016020	membrane	-53
Os09g0519100	9	20268863	20269717	GO:0003677	DNA binding	-53
Os09g0519100	9	20268863	20269717	GO:0003676	nucleic acid binding	-53
Os09g0519100	9	20268863	20269717	GO:0140110	transcription regulator activity	-53
Os02g0570700	2	21810375	21813457	GO:0009058	biosynthetic process	-53
Os02g0571100	2	21841092	21847545	GO:0005737	cytoplasm	-53
Os02g0571100	2	21841092	21847545	GO:0003674	molecular_function	-53
Os02g0571100	2	21841092	21847545	GO:0003824	catalytic activity	-53
Os10g0472900	10	17564167	17571455	GO:0016740	transferase activity	-53
Os10g0472900	10	17564167	17571455	GO:0008150	biological_process	-53
Os10g0472900	10	17564167	17571455	GO:0009987	cellular process	-53
Os10g0472900	10	17564167	17571455	GO:0008152	metabolic process	-53
Os10g0472900	10	17564167	17571455	GO:0009058	biosynthetic process	-53
Os10g0472900	10	17564167	17571455	GO:0006629	lipid metabolic process	-53
Os10g0472900	10	17564167	17571455	GO:0005575	cellular_component	-53
Os10g0472900	10	17564167	17571455	GO:0016020	membrane	-53
Os10g0489500	10	18572698	18575857	GO:0003674	molecular_function	-53
Os10g0489500	10	18572698	18575857	GO:0003824	catalytic activity	-53
Os10g0489500	10	18572698	18575857	GO:0005488	binding	-53
Os02g0571100	2	21841092	21847545	GO:0006629	lipid metabolic process	-53
Os02g0571100	2	21841092	21847545	GO:0009058	biosynthetic process	-53
Os02g0571100	2	21841092	21847545	GO:0008152	metabolic process	-53
Os02g0571100	2	21841092	21847545	GO:0009987	cellular process	-53
Os02g0571100	2	21841092	21847545	GO:0006950	response to stress	-53
Os02g0571100	2	21841092	21847545	GO:0008150	biological_process	-53
Os02g0571100	2	21841092	21847545	GO:0009536	plastid	-53
Os02g0571100	2	21841092	21847545	GO:0009507	chloroplast	-53
Os09g0519100	9	20268863	20269717	GO:0006139	nucleobase-containing compound metabolic process	-53
Os02g0571100	2	21841092	21847545	GO:0005622	intracellular anatomical structure	-53
Os02g0571100	2	21841092	21847545	GO:0005575	cellular_component	-53
Os02g0571100	2	21841092	21847545	GO:0005488	binding	-53
Os09g0519100	9	20268863	20269717	GO:0003700	DNA-binding transcription factor activity	-53
Os10g0472900	10	17564167	17571455	GO:0003674	molecular_function	-53
Os05g0106200	5	338917	340779	GO:0008150	biological_process	-53
Os05g0106200	5	338917	340779	GO:0016020	membrane	-53
Os05g0201700	5	6333107	6333718	GO:0065009	regulation of molecular function	-53
Os09g0519100	9	20268863	20269717	GO:0005634	nucleus	-53
Os09g0519100	9	20268863	20269717	GO:0005622	intracellular anatomical structure	-53
Os09g0519100	9	20268863	20269717	GO:0005488	binding	-53
Os09g0519100	9	20268863	20269717	GO:0005515	protein binding	-53
Os09g0519100	9	20268863	20269717	GO:0003674	molecular_function	-53
Os10g0472900	10	17564167	17571455	GO:0003824	catalytic activity	-53
Os05g0201700	5	6333107	6333718	GO:0005634	nucleus	-53
Os05g0106200	5	338917	340779	GO:0006810	transport	-53
Os05g0106200	5	338917	340779	GO:0005886	plasma membrane	-53
Os05g0106200	5	338917	340779	GO:0009987	cellular process	-53
Os05g0106200	5	338917	340779	GO:0005215	transporter activity	-53
Os05g0106200	5	338917	340779	GO:0003674	molecular_function	-53
Os05g0106200	5	338917	340779	GO:0005575	cellular_component	-53
Os05g0201700	5	6333107	6333718	GO:0008150	biological_process	-53
Os09g0519100	9	20268863	20269717	GO:0005575	cellular_component	-53
Os09g0519100	9	20268863	20269717	GO:0008150	biological_process	-53
Os06g0228500	6	6678245	6680823	GO:0009987	cellular process	-53
Os09g0519100	9	20268863	20269717	GO:0009987	cellular process	-53
Os06g0228500	6	6678245	6680823	GO:0005215	transporter activity	-53
Os06g0228500	6	6678245	6680823	GO:0005575	cellular_component	-53
Os06g0228500	6	6678245	6680823	GO:0005886	plasma membrane	-53
Os06g0228500	6	6678245	6680823	GO:0003674	molecular_function	-53
Os05g0201700	5	6333107	6333718	GO:0005575	cellular_component	-53
Os05g0201700	5	6333107	6333718	GO:0005622	intracellular anatomical structure	-53
Os09g0519100	9	20268863	20269717	GO:0009058	biosynthetic process	-53
Os09g0519100	9	20268863	20269717	GO:0008152	metabolic process	-53
Os06g0228500	6	6678245	6680823	GO:0008150	biological_process	-53
Os05g0360400	5	17175702	17176974	GO:0019538	protein metabolic process	-54
Os05g0360400	5	17175702	17176974	GO:0003674	molecular_function	-54
Os05g0360400	5	17175702	17176974	GO:0003824	catalytic activity	-54
Os05g0360400	5	17175702	17176974	GO:0016740	transferase activity	-54
Os05g0360400	5	17175702	17176974	GO:0036211	protein modification process	-54
Os05g0360400	5	17175702	17176974	GO:0008152	metabolic process	-54
Os05g0360400	5	17175702	17176974	GO:0008150	biological_process	-54
Os05g0360400	5	17175702	17176974	GO:0016020	membrane	-54
Os11g0641500	11	25423701	25426045	GO:0009987	cellular process	-54
Os11g0641500	11	25423701	25426045	GO:0008150	biological_process	-54
Os11g0641500	11	25423701	25426045	GO:0008152	metabolic process	-54
Os11g0641500	11	25423701	25426045	GO:0009056	catabolic process	-54
Os11g0641500	11	25423701	25426045	GO:0019748	secondary metabolic process	-54
Os11g0641500	11	25423701	25426045	GO:0003674	molecular_function	-54
Os11g0641500	11	25423701	25426045	GO:0005576	extracellular region	-54
Os05g0360400	5	17175702	17176974	GO:0005575	cellular_component	-54
Os11g0641500	11	25423701	25426045	GO:0003824	catalytic activity	-54
Os11g0641500	11	25423701	25426045	GO:0005488	binding	-54
Os11g0641500	11	25423701	25426045	GO:0005575	cellular_component	-54
Os07g0693800	7	29531284	29534119	GO:0016020	membrane	-55
Os08g0101100	8	71348	72715	GO:0003674	molecular_function	-55
Os07g0693800	7	29531284	29534119	GO:0005575	cellular_component	-55
Os08g0101100	8	71348	72715	GO:0008150	biological_process	-55
Os08g0111200	8	580320	586456	GO:0009056	catabolic process	-55
Os08g0101100	8	71348	72715	GO:0016043	cellular component organization	-55
Os08g0111200	8	580320	586456	GO:0008152	metabolic process	-55
Os08g0111200	8	580320	586456	GO:0009987	cellular process	-55
Os08g0111200	8	580320	586456	GO:0008150	biological_process	-55
Os08g0111200	8	580320	586456	GO:0006629	lipid metabolic process	-55
Os08g0101100	8	71348	72715	GO:0005634	nucleus	-55
Os08g0101100	8	71348	72715	GO:0007275	multicellular organism development	-55
Os08g0101100	8	71348	72715	GO:0005575	cellular_component	-55
Os08g0101100	8	71348	72715	GO:0003677	DNA binding	-55
Os08g0101100	8	71348	72715	GO:0030154	cell differentiation	-55
Os08g0101100	8	71348	72715	GO:0048856	anatomical structure development	-55
Os08g0101100	8	71348	72715	GO:0009987	cellular process	-55
Os07g0693800	7	29531284	29534119	GO:0006629	lipid metabolic process	-55
Os08g0111200	8	580320	586456	GO:0003674	molecular_function	-55
Os08g0111200	8	580320	586456	GO:0003824	catalytic activity	-55
Os08g0111200	8	580320	586456	GO:0016787	hydrolase activity	-55
Os08g0111200	8	580320	586456	GO:0005575	cellular_component	-55
Os08g0111200	8	580320	586456	GO:0016020	membrane	-55
Os08g0111200	8	580320	586456	GO:0005975	carbohydrate metabolic process	-55
Os07g0693800	7	29531284	29534119	GO:0003674	molecular_function	-55
Os07g0693800	7	29531284	29534119	GO:0003824	catalytic activity	-55
Os07g0693800	7	29531284	29534119	GO:0008150	biological_process	-55
Os07g0693800	7	29531284	29534119	GO:0008152	metabolic process	-55
Os08g0101100	8	71348	72715	GO:0005622	intracellular anatomical structure	-55
Os08g0101100	8	71348	72715	GO:0005488	binding	-55
Os10g0527601	10	20493427	20494200	GO:0042221	response to chemical	-55
Os03g0418000	3	17390820	17391862	GO:0008152	metabolic process	-55
Os10g0527601	10	20493427	20494200	GO:0005737	cytoplasm	-55
Os10g0527601	10	20493427	20494200	GO:0005622	intracellular anatomical structure	-55
Os10g0527601	10	20493427	20494200	GO:0005575	cellular_component	-55
Os10g0527601	10	20493427	20494200	GO:0016740	transferase activity	-55
Os10g0527601	10	20493427	20494200	GO:0003824	catalytic activity	-55
Os10g0527601	10	20493427	20494200	GO:0003674	molecular_function	-55
Os10g0527601	10	20493427	20494200	GO:0008152	metabolic process	-55
Os10g0527601	10	20493427	20494200	GO:0009987	cellular process	-55
Os10g0527601	10	20493427	20494200	GO:0008150	biological_process	-55
Os03g0418000	3	17390820	17391862	GO:0003674	molecular_function	-55
Os03g0418000	3	17390820	17391862	GO:0005488	binding	-55
Os03g0418000	3	17390820	17391862	GO:0008150	biological_process	-55
Os03g0418000	3	17390820	17391862	GO:0009056	catabolic process	-55
Os08g0101100	8	71348	72715	GO:0003676	nucleic acid binding	-55
Os03g0418000	3	17390820	17391862	GO:0003824	catalytic activity	-55
Os03g0418000	3	17390820	17391862	GO:0016787	hydrolase activity	-55
Os03g0418000	3	17390820	17391862	GO:0009987	cellular process	-55
Os03g0418000	3	17390820	17391862	GO:0005975	carbohydrate metabolic process	-55
Os03g0418000	3	17390820	17391862	GO:0030246	carbohydrate binding	-55
Os04g0121100	4	1248450	1260282	GO:0019538	protein metabolic process	-55
Os04g0121100	4	1248450	1260282	GO:0008152	metabolic process	-55
Os03g0418000	3	17390820	17391862	GO:0009607	response to biotic stimulus	-55
Os04g0121100	4	1248450	1260282	GO:0008150	biological_process	-55
Os04g0121100	4	1248450	1260282	GO:0016787	hydrolase activity	-55
Os04g0121100	4	1248450	1260282	GO:0003824	catalytic activity	-55
Os04g0121100	4	1248450	1260282	GO:0003674	molecular_function	-55
Os03g0418000	3	17390820	17391862	GO:0009605	response to external stimulus	-55
Os03g0418000	3	17390820	17391862	GO:0006950	response to stress	-55
Os12g0555300	12	22595531	22596804	GO:0005575	cellular_component	-56
Os12g0555300	12	22595531	22596804	GO:0005622	intracellular anatomical structure	-56
Os12g0555000	12	22580880	22581936	GO:0008152	metabolic process	-56
Os12g0555000	12	22580880	22581936	GO:0008289	lipid binding	-56
Os12g0555000	12	22580880	22581936	GO:0005488	binding	-56
