Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os11g0707100	R_11	28938253	28939239	59	rice	28938253	28939239	GO:0009507	chloroplast
Os11g0707100	R_11	28938253	28939239	59	rice	28938253	28939239	GO:0009536	plastid
Os11g0707100	R_11	28938253	28939239	59	rice	28938253	28939239	GO:0003674	molecular_function
Os11g0707100	R_11	28938253	28939239	59	rice	28938253	28939239	GO:0030234	enzyme regulator activity
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0003674	molecular_function
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0003824	catalytic activity
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0005488	binding
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0003723	RNA binding
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0003676	nucleic acid binding
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0000166	nucleotide binding
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0005575	cellular_component
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0005622	intracellular anatomical structure
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0005634	nucleus
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0016787	hydrolase activity
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0008150	biological_process
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0009987	cellular process
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0008152	metabolic process
Os06g0697200	R_6	29163800	29166676	58	rice	29163800	29166676	GO:0006139	nucleobase-containing compound metabolic process
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0008150	biological_process
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0000003	reproduction
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0048856	anatomical structure development
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0007275	multicellular organism development
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0009791	post-embryonic development
Os04g0589800	R_4	29811954	29812662	58	rice	29811954	29812662	GO:0009790	embryo development
Os02g0630300	R_2	25199505	25203742	58	rice	25199505	25203742	GO:0003674	molecular_function
Os02g0630300	R_2	25199505	25203742	58	rice	25199505	25203742	GO:0003824	catalytic activity
Os02g0630300	R_2	25199505	25203742	58	rice	25199505	25203742	GO:0005488	binding
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0006810	transport
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0008150	biological_process
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0009987	cellular process
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0008152	metabolic process
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0036211	protein modification process
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0019538	protein metabolic process
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0003674	molecular_function
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0005488	binding
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0000166	nucleotide binding
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0005575	cellular_component
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0005622	intracellular anatomical structure
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0005634	nucleus
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0005737	cytoplasm
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0003824	catalytic activity
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0016740	transferase activity
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0016301	kinase activity
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0007154	cell communication
Os05g0200500	R_5	6273311	6282541	57	rice	6273311	6282541	GO:0007165	signal transduction
Os04g0167875	R_4	4644736	4644996	57	rice	4644736	4644996	GO:0003674	molecular_function
Os04g0167875	R_4	4644736	4644996	57	rice	4644736	4644996	GO:0003824	catalytic activity
Os04g0167875	R_4	4644736	4644996	57	rice	4644736	4644996	GO:0016787	hydrolase activity
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0005575	cellular_component
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0005622	intracellular anatomical structure
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0005634	nucleus
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0008150	biological_process
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0009987	cellular process
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0008152	metabolic process
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0016043	cellular component organization
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0007049	cell cycle
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0000003	reproduction
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0006259	DNA metabolic process
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0006139	nucleobase-containing compound metabolic process
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0003674	molecular_function
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0005515	protein binding
Os04g0452500	R_4	22582841	22592982	57	rice	22582841	22592982	GO:0005488	binding
Os07g0549800	R_7	21823012	21825223	57	rice	21823012	21825223	GO:0003674	molecular_function
Os07g0549800	R_7	21823012	21825223	57	rice	21823012	21825223	GO:0005488	binding
Os07g0549800	R_7	21823012	21825223	57	rice	21823012	21825223	GO:0003723	RNA binding
Os07g0549800	R_7	21823012	21825223	57	rice	21823012	21825223	GO:0003676	nucleic acid binding
Os07g0549800	R_7	21823012	21825223	57	rice	21823012	21825223	GO:0005575	cellular_component
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0003674	molecular_function
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0003824	catalytic activity
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0016740	transferase activity
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0005575	cellular_component
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0005622	intracellular anatomical structure
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0005737	cytoplasm
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0008150	biological_process
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0009987	cellular process
Os12g0270900	R_12	9821581	9823929	56	rice	9821581	9823929	GO:0008152	metabolic process
Os04g0167900	R_4	4649129	4649773	56	rice	4649129	4649773	GO:0003674	molecular_function
Os04g0167900	R_4	4649129	4649773	56	rice	4649129	4649773	GO:0003824	catalytic activity
Os04g0167900	R_4	4649129	4649773	56	rice	4649129	4649773	GO:0016787	hydrolase activity
Os06g0146800	R_6	2449205	2449822	56	rice	2449205	2449822	GO:0005575	cellular_component
Os06g0146800	R_6	2449205	2449822	56	rice	2449205	2449822	GO:0016020	membrane
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0003674	molecular_function
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0005488	binding
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0003676	nucleic acid binding
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0003677	DNA binding
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0005575	cellular_component
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0005622	intracellular anatomical structure
Os05g0442400	R_5	21654183	21655380	56	rice	21654183	21655380	GO:0005634	nucleus
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005215	transporter activity
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0003674	molecular_function
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0006810	transport
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0008150	biological_process
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0009987	cellular process
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0016043	cellular component organization
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005575	cellular_component
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005622	intracellular anatomical structure
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005737	cytoplasm
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005829	cytosol
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0016020	membrane
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0005488	binding
Os04g0438600	R_4	21812159	21816137	56	rice	21812159	21816137	GO:0008289	lipid binding
Os03g0820300	R_3	34424180	34425030	56	rice	34424180	34425030	GO:0003674	molecular_function
Os03g0820300	R_3	34424180	34425030	56	rice	34424180	34425030	GO:0005488	binding
Os03g0820300	R_3	34424180	34425030	56	rice	34424180	34425030	GO:0003676	nucleic acid binding
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0003674	molecular_function
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0005488	binding
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0003676	nucleic acid binding
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0003677	DNA binding
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0005515	protein binding
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0005575	cellular_component
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0005622	intracellular anatomical structure
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0005634	nucleus
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0008150	biological_process
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0009987	cellular process
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0008152	metabolic process
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0009058	biosynthetic process
Os11g0601700	R_11	23132812	23137537	55	rice	23132812	23137537	GO:0006139	nucleobase-containing compound metabolic process
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0003674	molecular_function
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005515	protein binding
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005488	binding
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005575	cellular_component
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005622	intracellular anatomical structure
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005737	cytoplasm
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005829	cytosol
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0005634	nucleus
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0008150	biological_process
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0009987	cellular process
Os08g0464000	R_8	22777141	22781266	55	rice	22777141	22781266	GO:0065009	regulation of molecular function
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0003674	molecular_function
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005515	protein binding
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005488	binding
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0008150	biological_process
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0009987	cellular process
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005575	cellular_component
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005622	intracellular anatomical structure
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005634	nucleus
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005737	cytoplasm
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0005829	cytosol
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0016043	cellular component organization
Os03g0381300	R_3	15118428	15121526	55	rice	15118428	15121526	GO:0006950	response to stress
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0003674	molecular_function
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005488	binding
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0000166	nucleotide binding
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005575	cellular_component
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005622	intracellular anatomical structure
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0016020	membrane
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005737	cytoplasm
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005783	endoplasmic reticulum
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0005829	cytosol
Os09g0558900	R_9	22212492	22218155	55	rice	22212492	22218155	GO:0003824	catalytic activity
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0003674	molecular_function
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0003824	catalytic activity
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0016787	hydrolase activity
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0008150	biological_process
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0008152	metabolic process
Os03g0718800	R_3	29110322	29111067	54	rice	29110322	29111067	GO:0019538	protein metabolic process
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0008150	biological_process
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0006950	response to stress
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0005575	cellular_component
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0005622	intracellular anatomical structure
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0005634	nucleus
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0009987	cellular process
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0007154	cell communication
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0007165	signal transduction
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0042221	response to chemical
Os10g0391400	R_10	13031180	13032006	54	rice	13031180	13032006	GO:0009719	response to endogenous stimulus
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0008150	biological_process
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0009987	cellular process
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0008152	metabolic process
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0006629	lipid metabolic process
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0009058	biosynthetic process
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0003674	molecular_function
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0003824	catalytic activity
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0016787	hydrolase activity
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0016043	cellular component organization
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0005575	cellular_component
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0016020	membrane
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0005622	intracellular anatomical structure
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0005737	cytoplasm
Os10g0390900	R_10	12995068	13001222	54	rice	12995068	13001222	GO:0005773	vacuole
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005575	cellular_component
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005622	intracellular anatomical structure
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005737	cytoplasm
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005783	endoplasmic reticulum
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0003674	molecular_function
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005515	protein binding
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0005488	binding
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0008150	biological_process
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0009987	cellular process
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0006950	response to stress
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0008152	metabolic process
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0009056	catabolic process
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0042221	response to chemical
Os08g0546400	R_8	27365138	27370823	54	rice	27365138	27370823	GO:0019538	protein metabolic process
Os10g0118800	R_10	1189829	1190703	54	rice	1189829	1190703	GO:0005575	cellular_component
Os10g0118800	R_10	1189829	1190703	54	rice	1189829	1190703	GO:0016020	membrane
Os10g0118800	R_10	1189829	1190703	54	rice	1189829	1190703	GO:0003674	molecular_function
Os10g0118800	R_10	1189829	1190703	54	rice	1189829	1190703	GO:0003824	catalytic activity
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0003674	molecular_function
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0005488	binding
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0003723	RNA binding
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0003676	nucleic acid binding
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0005575	cellular_component
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0005622	intracellular anatomical structure
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0005634	nucleus
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0008150	biological_process
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0009987	cellular process
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0008152	metabolic process
Os03g0265600	R_3	8767643	8770548	54	rice	8767643	8770548	GO:0006139	nucleobase-containing compound metabolic process
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0003674	molecular_function
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005515	protein binding
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005488	binding
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005575	cellular_component
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005622	intracellular anatomical structure
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005737	cytoplasm
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0005783	endoplasmic reticulum
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0008150	biological_process
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0009987	cellular process
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0007154	cell communication
Os05g0156500	R_5	3305712	3307705	54	rice	3305712	3307705	GO:0007165	signal transduction
Os08g0546300	R_8	27364165	27364816	54	rice	27364165	27364816	GO:0003674	molecular_function
Os08g0546300	R_8	27364165	27364816	54	rice	27364165	27364816	GO:0005488	binding
Os08g0546300	R_8	27364165	27364816	54	rice	27364165	27364816	GO:0008289	lipid binding
Os04g0150300	R_4	3465253	3470075	54	rice	3465253	3470075	GO:0005575	cellular_component
Os04g0150300	R_4	3465253	3470075	54	rice	3465253	3470075	GO:0016020	membrane
Os06g0698300	R_6	29208089	29210889	54	rice	29208089	29210889	GO:0003674	molecular_function
Os06g0698300	R_6	29208089	29210889	54	rice	29208089	29210889	GO:0005488	binding
Os06g0698300	R_6	29208089	29210889	54	rice	29208089	29210889	GO:0003824	catalytic activity
Os06g0698300	R_6	29208089	29210889	54	rice	29208089	29210889	GO:0016787	hydrolase activity
Os09g0444900	R_9	16573502	16574893	53	rice	16573502	16574893	GO:0005575	cellular_component
Os09g0444900	R_9	16573502	16574893	53	rice	16573502	16574893	GO:0016020	membrane
Os10g0537500	R_10	20936570	20940422	53	rice	20936570	20940422	GO:0005575	cellular_component
Os10g0537500	R_10	20936570	20940422	53	rice	20936570	20940422	GO:0016020	membrane
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0003674	molecular_function
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005488	binding
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0003676	nucleic acid binding
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0003677	DNA binding
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005575	cellular_component
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005622	intracellular anatomical structure
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005634	nucleus
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005737	cytoplasm
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0008150	biological_process
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0009987	cellular process
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0008152	metabolic process
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0009058	biosynthetic process
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0006139	nucleobase-containing compound metabolic process
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0003700	DNA-binding transcription factor activity
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0140110	transcription regulator activity
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0005515	protein binding
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0006950	response to stress
Os10g0419300	R_10	14746572	14750175	53	rice	14746572	14750175	GO:0009628	response to abiotic stimulus
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0008150	biological_process
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0008152	metabolic process
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0019538	protein metabolic process
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0009987	cellular process
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0016043	cellular component organization
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0003674	molecular_function
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005198	structural molecule activity
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005488	binding
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005575	cellular_component
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005622	intracellular anatomical structure
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005737	cytoplasm
Os01g0105800	R_1	306871	308842	53	rice	306871	308842	GO:0005739	mitochondrion
Os01g0348900	R_1	13903285	13904626	53	rice	13903285	13904626	GO:0003674	molecular_function
Os01g0348900	R_1	13903285	13904626	53	rice	13903285	13904626	GO:0005488	binding
Os01g0348900	R_1	13903285	13904626	53	rice	13903285	13904626	GO:0030246	carbohydrate binding
Os06g0219500	R_6	6152338	6153502	53	rice	6152338	6153502	GO:0008150	biological_process
Os06g0219500	R_6	6152338	6153502	53	rice	6152338	6153502	GO:0006950	response to stress
Os06g0219500	R_6	6152338	6153502	53	rice	6152338	6153502	GO:0009628	response to abiotic stimulus
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0003674	molecular_function
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0005488	binding
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0003676	nucleic acid binding
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0003677	DNA binding
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0005575	cellular_component
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0005622	intracellular anatomical structure
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0005634	nucleus
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0005515	protein binding
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0008150	biological_process
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0009987	cellular process
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0008152	metabolic process
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0009058	biosynthetic process
Os07g0628500	R_7	26039699	26042226	52	rice	26039699	26042226	GO:0006139	nucleobase-containing compound metabolic process
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0003674	molecular_function
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0003824	catalytic activity
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0005488	binding
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0000166	nucleotide binding
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0008150	biological_process
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0009987	cellular process
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0008152	metabolic process
Os01g0901600	R_1	39257838	39261362	52	rice	39257838	39261362	GO:0019748	secondary metabolic process
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0008150	biological_process
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0009987	cellular process
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0008152	metabolic process
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0003674	molecular_function
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0003824	catalytic activity
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0016740	transferase activity
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0016301	kinase activity
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005488	binding
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0000166	nucleotide binding
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005575	cellular_component
